position	link_query
17:104:8	إِذَا
17:104:9	جيا
17:104:10	وعد
17:104:11	اخر
17:104:12	جيا
17:104:14	لفف
17:105:1	حقق
17:105:2	نزل
17:105:3	حقق
17:105:4	نزل
17:105:6	رسل
17:105:7	إِلَّا
17:105:8	بشر
17:105:9	نذر
17:106:1	قرا
17:106:2	فرق
17:106:3	قرا
17:106:5	نوس
17:106:7	مكث
17:106:8	نزل
17:106:9	نزل
17:107:1	قول
17:107:2	امن
17:107:6	امن
17:107:8	ٱلَّذِى
17:107:9	اتي
17:107:10	علم
17:107:12	قبل
17:107:13	إِذَا
17:107:14	تلو
17:107:16	خرر
17:107:17	ذقن
17:107:18	سجد
17:108:1	قول
17:108:2	سبح
17:108:3	ربب
17:108:5	كون
17:108:6	وعد
17:108:7	ربب
17:108:8	فعل
17:109:1	خرر
17:109:2	ذقن
17:109:3	بكي
17:109:4	زيد
17:109:5	خشع
17:110:1	قول
17:110:2	دعو
17:110:3	اله
17:110:5	دعو
17:110:6	رحم
17:110:9	دعو
17:110:11	سمو
17:110:12	حسن
17:110:14	جهر
17:110:15	صلو
17:110:17	خفت
17:110:19	بغي
17:110:20	بين
17:110:22	سبل
17:111:1	قول
17:111:2	حمد
17:111:3	اله
17:111:4	ٱلَّذِى
17:111:6	اخذ
17:111:7	ولد
17:111:9	كون
17:111:11	شرك
17:111:13	ملك
17:111:15	كون
17:111:17	ولي
17:111:19	ذلل
17:111:20	كبر
17:111:21	كبر
10:1:3	ايي
10:1:4	كتب
10:1:5	حكم
10:2:1	كون
10:2:2	نوس
10:2:3	عجب
10:2:5	وحي
10:2:6	إِلَىٰ
10:2:7	رجل
10:2:10	نذر
10:2:11	نوس
10:2:12	بشر
10:2:13	ٱلَّذِى
10:2:14	امن
10:2:17	قدم
10:2:18	صدق
10:2:19	عند
10:2:20	ربب
10:2:21	قول
10:2:22	كفر
10:2:25	سحر
10:2:26	بين
10:3:2	ربب
10:3:3	اله
10:3:4	ٱلَّذِى
10:3:5	خلق
10:3:6	سمو
10:3:7	ارض
10:3:9	ستت
10:3:10	يوم
10:3:12	سوي
10:3:14	عرش
10:3:15	دبر
10:3:16	امر
10:3:19	شفع
10:3:20	إِلَّا
10:3:22	بعد
10:3:23	اذن
10:3:25	اله
10:3:26	ربب
10:3:27	عبد
10:3:29	ذكر
10:4:1	إِلَىٰ
10:4:2	رجع
10:4:3	جمع
10:4:4	وعد
10:4:5	اله
10:4:6	حقق
10:4:8	بدا
10:4:9	خلق
10:4:11	عود
10:4:12	جزي
10:4:13	ٱلَّذِى
10:4:14	امن
10:4:15	عمل
10:4:16	صلح
10:4:17	قسط
10:4:18	ٱلَّذِى
10:4:19	كفر
10:4:21	شرب
10:4:23	حمم
10:4:24	عذب
10:4:25	الم
10:4:27	كون
10:4:28	كفر
10:5:2	ٱلَّذِى
10:5:3	جعل
10:5:4	شمس
10:5:5	ضوا
10:5:6	قمر
10:5:7	نور
10:5:8	قدر
10:5:9	نزل
10:5:10	علم
10:5:11	عدد
10:5:12	سنو
10:5:13	حسب
10:5:15	خلق
10:5:16	اله
10:5:18	إِلَّا
10:5:19	حقق
10:5:20	فصل
10:5:21	ايي
10:5:22	قوم
10:5:23	علم
10:6:3	خلف
10:6:4	ليل
10:6:5	نهر
10:6:7	خلق
10:6:8	اله
10:6:10	سمو
10:6:11	ارض
10:6:12	ايي
10:6:13	قوم
10:6:14	وقي
10:7:2	ٱلَّذِى
10:7:4	رجو
10:7:5	لقي
10:7:6	رضو
10:7:7	حيي
10:7:8	دنو
10:7:9	طمن
10:7:11	ٱلَّذِى
10:7:14	ايي
10:7:15	غفل
10:8:2	اوي
10:8:3	نور
10:8:5	كون
10:8:6	كسب
10:9:2	ٱلَّذِى
10:9:3	امن
10:9:4	عمل
10:9:5	صلح
10:9:6	هدي
10:9:7	ربب
10:9:8	امن
10:9:9	جري
10:9:11	تحت
10:9:12	نهر
10:9:14	جنن
10:9:15	نعم
10:10:1	دعو
10:10:3	سبح
10:10:4	اله
10:10:5	حيي
10:10:7	سلم
10:10:8	اخر
10:10:9	دعو
10:10:11	حمد
10:10:12	اله
10:10:13	ربب
10:10:14	علم
10:11:2	عجل
10:11:3	اله
10:11:4	نوس
10:11:5	شرر
10:11:6	عجل
10:11:7	خير
10:11:8	قضي
10:11:9	إِلَىٰ
10:11:10	اجل
10:11:11	وذر
10:11:12	ٱلَّذِى
10:11:14	رجو
10:11:15	لقي
10:11:17	طغي
10:11:18	عمه
10:12:1	إِذَا
10:12:2	مسس
10:12:3	انس
10:12:4	ضرر
10:12:5	دعو
10:12:6	جنب
10:12:8	قعد
10:12:10	قوم
10:12:12	كشف
10:12:14	ضرر
10:12:15	مرر
10:12:18	دعو
10:12:19	إِلَىٰ
10:12:20	ضرر
10:12:21	مسس
10:12:23	زين
10:12:24	سرف
10:12:26	كون
10:12:27	عمل
10:13:2	هلك
10:13:3	قرن
10:13:5	قبل
10:13:7	ظلم
10:13:8	جيا
10:13:9	رسل
10:13:10	بين
10:13:12	كون
10:13:13	امن
10:13:15	جزي
10:13:16	قوم
10:13:17	جرم
10:14:2	جعل
10:14:3	خلف
10:14:5	ارض
10:14:7	بعد
10:14:8	نظر
10:14:9	كيف
10:14:10	عمل
10:15:1	إِذَا
10:15:2	تلو
10:15:4	ايي
10:15:5	بين
10:15:6	قول
10:15:7	ٱلَّذِى
10:15:9	رجو
10:15:10	لقي
10:15:11	اتي
10:15:12	قرا
10:15:13	غير
10:15:16	بدل
10:15:17	قول
10:15:19	كون
10:15:22	بدل
10:15:24	لقي
10:15:25	نفس
10:15:27	تبع
10:15:28	إِلَّا
10:15:30	وحي
10:15:31	إِلَىٰ
10:15:33	خوف
10:15:35	عصي
10:15:36	ربب
10:15:37	عذب
10:15:38	يوم
10:15:39	عظم
10:16:1	قول
10:16:3	شيا
10:16:4	اله
10:16:6	تلو
10:16:9	دري
10:16:12	لبث
10:16:14	عمر
10:16:16	قبل
10:16:18	عقل
10:17:2	ظلم
10:17:4	فري
10:17:6	اله
10:17:7	كذب
10:17:9	كذب
10:17:10	ايي
10:17:13	فلح
10:17:14	جرم
10:18:1	عبد
10:18:3	دون
10:18:4	اله
10:18:7	ضرر
10:18:9	نفع
10:18:10	قول
10:18:12	شفع
10:18:13	عند
10:18:14	اله
10:18:15	قول
10:18:16	نبا
10:18:17	اله
10:18:20	علم
10:18:22	سمو
10:18:25	ارض
10:18:26	سبح
10:18:27	علو
10:18:29	شرك
10:19:2	كون
10:19:3	نوس
10:19:4	إِلَّا
10:19:5	امم
10:19:6	وحد
10:19:7	خلف
10:19:9	كلم
10:19:10	سبق
10:19:12	ربب
10:19:13	قضي
10:19:14	بين
10:19:17	خلف
10:20:1	قول
10:20:3	نزل
10:20:5	ايي
10:20:7	ربب
10:20:8	قول
10:20:10	غيب
10:20:11	اله
10:20:12	نظر
10:20:16	نظر
10:21:1	إِذَا
10:21:2	ذوق
10:21:3	نوس
10:21:4	رحم
10:21:6	بعد
10:21:7	ضرر
10:21:8	مسس
10:21:11	مكر
10:21:13	ايي
10:21:14	قول
10:21:15	اله
10:21:16	سرع
10:21:17	مكر
10:21:19	رسل
10:21:20	كتب
10:21:22	مكر
10:22:2	ٱلَّذِى
10:22:3	سير
10:22:5	برر
10:22:6	بحر
10:22:8	إِذَا
10:22:9	كون
10:22:11	فلك
10:22:12	جري
10:22:14	روح
10:22:15	طيب
10:22:16	فرح
10:22:18	جيا
10:22:19	روح
10:22:20	عصف
10:22:21	جيا
10:22:22	موج
10:22:24	كلل
10:22:25	كون
10:22:26	ظنن
10:22:28	حوط
10:22:30	دعو
10:22:31	اله
10:22:32	خلص
10:22:34	دين
10:22:36	نجو
10:22:39	كون
10:22:41	شكر
10:23:2	نجو
10:23:5	بغي
10:23:7	ارض
10:23:8	غير
10:23:9	حقق
10:23:11	نوس
10:23:13	بغي
10:23:15	نفس
10:23:16	متع
10:23:17	حيي
10:23:18	دنو
10:23:20	إِلَىٰ
10:23:21	رجع
10:23:22	نبا
10:23:24	كون
10:23:25	عمل
10:24:2	مثل
10:24:3	حيي
10:24:4	دنو
10:24:5	موه
10:24:6	نزل
10:24:8	سمو
10:24:9	خلط
10:24:11	نبت
10:24:12	ارض
10:24:14	اكل
10:24:15	نوس
10:24:16	نعم
10:24:18	إِذَا
10:24:19	اخذ
10:24:20	ارض
10:24:21	زخرف
10:24:22	زين
10:24:23	ظنن
10:24:24	اهل
10:24:26	قدر
10:24:28	اتي
10:24:29	امر
10:24:30	ليل
10:24:32	نهر
10:24:33	جعل
10:24:34	حصد
10:24:37	غني
10:24:38	أَمْس
10:24:40	فصل
10:24:41	ايي
10:24:42	قوم
10:24:43	فكر
10:25:1	اله
10:25:2	دعو
10:25:3	إِلَىٰ
10:25:4	دور
10:25:5	سلم
10:25:6	هدي
10:25:8	شيا
10:25:9	إِلَىٰ
10:25:10	صرط
10:25:11	قوم
10:26:1	ٱلَّذِى
10:26:2	حسن
10:26:3	حسن
10:26:4	زيد
10:26:6	رهق
10:26:7	وجه
10:26:8	قتر
10:26:10	ذلل
10:26:12	صحب
10:26:13	جنن
10:26:16	خلد
10:27:1	ٱلَّذِى
10:27:2	كسب
10:27:3	سوا
10:27:4	جزي
10:27:5	سوا
10:27:6	مثل
10:27:7	رهق
10:27:8	ذلل
10:27:12	اله
10:27:14	عصم
10:27:16	غشو
10:27:17	وجه
10:27:18	قطع
10:27:20	ليل
10:27:21	ظلم
10:27:23	صحب
10:27:24	نور
10:27:27	خلد
10:28:1	يوم
10:28:2	حشر
10:28:3	جمع
10:28:5	قول
10:28:6	ٱلَّذِى
10:28:7	شرك
10:28:8	كون
10:28:10	شرك
10:28:11	زيل
10:28:12	بين
10:28:13	قول
10:28:14	شرك
10:28:16	كون
10:28:18	عبد
10:29:1	كفي
10:29:2	اله
10:29:3	شهد
10:29:4	بين
10:29:5	بين
10:29:7	كون
10:29:9	عبد
10:29:10	غفل
10:30:2	بلو
10:30:3	كلل
10:30:4	نفس
10:30:6	سلف
10:30:7	ردد
10:30:8	إِلَىٰ
10:30:9	اله
10:30:10	ولي
10:30:11	حقق
10:30:12	ضلل
10:30:15	كون
10:30:16	فري
10:31:1	قول
10:31:3	رزق
10:31:5	سمو
10:31:6	ارض
10:31:7	أَم
10:31:8	ملك
10:31:9	سمع
10:31:10	بصر
10:31:12	خرج
10:31:13	حيي
10:31:15	موت
10:31:16	خرج
10:31:17	موت
10:31:19	حيي
10:31:21	دبر
10:31:22	امر
10:31:23	قول
10:31:24	اله
10:31:25	قول
10:31:27	وقي
10:32:2	اله
10:32:3	ربب
10:32:4	حقق
10:32:6	بعد
10:32:7	حقق
10:32:8	إِلَّا
10:32:9	ضلل
10:32:10	اني
10:32:11	صرف
10:33:2	حقق
10:33:3	كلم
10:33:4	ربب
10:33:6	ٱلَّذِى
10:33:7	فسق
10:33:10	امن
10:34:1	قول
10:34:4	شرك
10:34:6	بدا
10:34:7	خلق
10:34:9	عود
10:34:10	قول
10:34:11	اله
10:34:12	بدا
10:34:13	خلق
10:34:15	عود
10:34:16	اني
10:34:17	افك
10:35:1	قول
10:35:4	شرك
10:35:6	هدي
10:35:7	إِلَىٰ
10:35:8	حقق
10:35:9	قول
10:35:10	اله
10:35:11	هدي
10:35:12	حقق
10:35:14	هدي
10:35:15	إِلَىٰ
10:35:16	حقق
10:35:17	حقق
10:35:19	تبع
10:35:20	أَم
10:35:22	هدي
10:35:23	إِلَّا
10:35:25	هدي
10:35:28	كيف
10:35:29	حكم
10:36:2	تبع
10:36:3	كثر
10:36:4	إِلَّا
10:36:5	ظنن
10:36:7	ظنن
10:36:9	غني
10:36:11	حقق
10:36:12	شيا
10:36:14	اله
10:36:15	علم
10:36:17	فعل
10:37:2	كون
10:37:4	قرا
10:37:6	فري
10:37:8	دون
10:37:9	اله
10:37:11	صدق
10:37:12	ٱلَّذِى
10:37:13	بين
10:37:14	يدي
10:37:15	فصل
10:37:16	كتب
10:37:18	ريب
10:37:21	ربب
10:37:22	علم
10:38:1	أَم
10:38:2	قول
10:38:3	فري
10:38:4	قول
10:38:5	اتي
10:38:6	سور
10:38:7	مثل
10:38:8	دعو
10:38:10	طوع
10:38:12	دون
10:38:13	اله
10:38:15	كون
10:38:16	صدق
10:39:2	كذب
10:39:5	حوط
10:39:6	علم
10:39:8	اتي
10:39:9	اول
10:39:11	كذب
10:39:12	ٱلَّذِى
10:39:14	قبل
10:39:15	نظر
10:39:16	كيف
10:39:17	كون
10:39:18	عقب
10:39:19	ظلم
10:41:2	كذب
10:41:3	قول
10:41:5	عمل
10:41:7	عمل
10:41:9	برا
10:41:11	عمل
10:41:13	برا
10:41:15	عمل
10:42:3	سمع
10:42:4	إِلَىٰ
10:42:6	سمع
10:42:7	صمم
10:42:9	كون
10:42:11	عقل
10:43:3	نظر
10:43:4	إِلَىٰ
10:43:6	هدي
10:43:7	عمي
10:43:9	كون
10:43:11	بصر
10:44:2	اله
10:44:4	ظلم
10:44:5	نوس
10:44:6	شيا
10:44:8	نوس
10:44:9	نفس
10:44:10	ظلم
10:45:1	يوم
10:45:2	حشر
10:45:5	لبث
10:45:6	إِلَّا
10:45:7	سوع
10:45:9	نهر
10:45:10	عرف
10:45:11	بين
10:45:13	خسر
10:45:14	ٱلَّذِى
10:45:15	كذب
10:45:16	لقي
10:45:17	اله
10:45:19	كون
10:45:20	هدي
10:46:1	إِمَّا
10:46:2	راي
10:46:3	بعض
10:46:4	ٱلَّذِى
10:46:5	وعد
10:46:7	وفي
10:46:8	إِلَىٰ
10:46:9	رجع
10:46:11	اله
10:46:12	شهد
10:46:15	فعل
10:47:1	كلل
10:47:2	امم
10:47:3	رسل
10:47:4	إِذَا
10:47:5	جيا
10:47:6	رسل
10:47:7	قضي
10:47:8	بين
10:47:9	قسط
10:47:12	ظلم
10:48:1	قول
10:48:4	وعد
10:48:6	كون
10:48:7	صدق
10:49:1	قول
10:49:3	ملك
10:49:4	نفس
10:49:5	ضرر
10:49:7	نفع
10:49:8	إِلَّا
10:49:10	شيا
10:49:11	اله
10:49:12	كلل
10:49:13	امم
10:49:14	اجل
10:49:15	إِذَا
10:49:16	جيا
10:49:17	اجل
10:49:19	اخر
10:49:20	سوع
10:49:22	قدم
10:50:1	قول
10:50:2	راي
10:50:4	اتي
10:50:5	عذب
10:50:6	بيت
10:50:8	نهر
10:50:10	عجل
10:50:12	جرم
10:51:2	إِذَا
10:51:4	وقع
10:51:5	امن
10:51:9	كون
10:51:11	عجل
10:52:2	قول
10:52:3	ٱلَّذِى
10:52:4	ظلم
10:52:5	ذوق
10:52:6	عذب
10:52:7	خلد
10:52:9	جزي
10:52:10	إِلَّا
10:52:12	كون
10:52:13	كسب
10:53:1	نبا
10:53:2	حقق
10:53:4	قول
10:53:6	ربب
10:53:8	حقق
10:53:11	عجز
10:54:3	كلل
10:54:4	نفس
10:54:5	ظلم
10:54:8	ارض
10:54:9	فدي
10:54:11	سرر
10:54:12	ندم
10:54:14	راي
10:54:15	عذب
10:54:16	قضي
10:54:17	بين
10:54:18	قسط
10:54:21	ظلم
10:55:3	اله
10:55:6	سمو
10:55:7	ارض
10:55:10	وعد
10:55:11	اله
10:55:12	حقق
10:55:14	كثر
10:55:16	علم
10:56:2	حيي
10:56:3	موت
10:56:4	إِلَىٰ
10:56:5	رجع
10:57:2	نوس
10:57:4	جيا
10:57:5	وعظ
10:57:7	ربب
10:57:8	شفي
10:57:11	صدر
10:57:12	هدي
10:57:13	رحم
10:57:14	امن
10:58:1	قول
10:58:2	فضل
10:58:3	اله
10:58:4	رحم
10:58:6	فرح
10:58:8	خير
10:58:10	جمع
10:59:1	قول
10:59:2	راي
10:59:4	نزل
10:59:5	اله
10:59:8	رزق
10:59:9	جعل
10:59:11	حرم
10:59:12	حلل
10:59:13	قول
10:59:14	اله
10:59:15	اذن
10:59:17	أَم
10:59:19	اله
10:59:20	فري
10:60:2	ظنن
10:60:3	ٱلَّذِى
10:60:4	فري
10:60:6	اله
10:60:7	كذب
10:60:8	يوم
10:60:9	قوم
10:60:11	اله
10:60:13	فضل
10:60:15	نوس
10:60:17	كثر
10:60:19	شكر
10:61:2	كون
10:61:4	شان
10:61:6	تلو
10:61:9	قرا
10:61:11	عمل
10:61:13	عمل
10:61:14	إِلَّا
10:61:15	كون
10:61:17	شهد
10:61:18	إِذ
10:61:19	فيض
10:61:22	عزب
10:61:24	ربب
10:61:26	ثقل
10:61:27	ذرر
10:61:29	ارض
10:61:32	سمو
10:61:34	صغر
10:61:38	كبر
10:61:39	إِلَّا
10:61:41	كتب
10:61:42	بين
10:62:3	ولي
10:62:4	اله
10:62:6	خوف
10:62:10	حزن
10:63:1	ٱلَّذِى
10:63:2	امن
10:63:3	كون
10:63:4	وقي
10:64:2	بشر
10:64:4	حيي
10:64:5	دنو
10:64:7	اخر
10:64:9	بدل
10:64:10	كلم
10:64:11	اله
10:64:14	فوز
10:64:15	عظم
10:65:2	حزن
10:65:3	قول
10:65:5	عزز
10:65:6	اله
10:65:7	جمع
10:65:9	سمع
10:65:10	علم
10:66:3	اله
10:66:6	سمو
10:66:9	ارض
10:66:11	تبع
10:66:12	ٱلَّذِى
10:66:13	دعو
10:66:15	دون
10:66:16	اله
10:66:17	شرك
10:66:19	تبع
10:66:20	إِلَّا
10:66:21	ظنن
10:66:24	إِلَّا
10:66:25	خرص
10:67:2	ٱلَّذِى
10:67:3	جعل
10:67:5	ليل
10:67:6	سكن
10:67:8	نهر
10:67:9	بصر
10:67:13	ايي
10:67:14	قوم
10:67:15	سمع
10:68:1	قول
10:68:2	اخذ
10:68:3	اله
10:68:4	ولد
10:68:5	سبح
10:68:7	غني
10:68:11	سمو
10:68:14	ارض
10:68:16	عند
10:68:18	سلط
10:68:20	قول
10:68:22	اله
10:68:25	علم
10:69:1	قول
10:69:3	ٱلَّذِى
10:69:4	فري
10:69:6	اله
10:69:7	كذب
10:69:9	فلح
10:70:1	متع
10:70:3	دنو
10:70:5	إِلَىٰ
10:70:6	رجع
10:70:8	ذوق
10:70:9	عذب
10:70:10	شدد
10:70:12	كون
10:70:13	كفر
10:71:1	تلو
10:71:3	نبا
10:71:5	إِذ
10:71:6	قول
10:71:7	قوم
10:71:8	قوم
10:71:10	كون
10:71:11	كبر
10:71:13	قوم
10:71:14	ذكر
10:71:15	ايي
10:71:16	اله
10:71:18	اله
10:71:19	وكل
10:71:20	جمع
10:71:21	امر
10:71:22	شرك
10:71:25	كون
10:71:26	امر
10:71:28	غمم
10:71:30	قضي
10:71:31	إِلَىٰ
10:71:33	نظر
10:72:2	ولي
10:72:4	سال
10:72:6	اجر
10:72:8	اجر
10:72:9	إِلَّا
10:72:11	اله
10:72:12	امر
10:72:14	كون
10:72:16	سلم
10:73:1	كذب
10:73:2	نجو
10:73:6	فلك
10:73:7	جعل
10:73:8	خلف
10:73:9	غرق
10:73:10	ٱلَّذِى
10:73:11	كذب
10:73:12	ايي
10:73:13	نظر
10:73:14	كيف
10:73:15	كون
10:73:16	عقب
10:73:17	نذر
10:74:2	بعث
10:74:4	بعد
10:74:5	رسل
10:74:6	إِلَىٰ
10:74:7	قوم
10:74:8	جيا
10:74:9	بين
10:74:11	كون
10:74:12	امن
10:74:14	كذب
10:74:17	قبل
10:74:19	طبع
10:74:21	قلب
10:74:22	عدو
10:75:2	بعث
10:75:4	بعد
10:75:7	إِلَىٰ
10:75:9	ملا
10:75:10	ايي
10:75:11	كبر
10:75:12	كون
10:75:13	قوم
10:75:14	جرم
10:76:2	جيا
10:76:3	حقق
10:76:5	عند
10:76:6	قول
10:76:9	سحر
10:76:10	بين
10:77:1	قول
10:77:3	قول
10:77:4	حقق
10:77:6	جيا
10:77:7	سحر
10:77:10	فلح
10:77:11	سحر
10:78:1	قول
10:78:2	جيا
10:78:3	لفت
10:78:5	وجد
10:78:7	ابو
10:78:8	كون
10:78:10	كبر
10:78:12	ارض
10:78:16	امن
10:79:1	قول
10:79:3	اتي
10:79:4	كلل
10:79:5	سحر
10:79:6	علم
10:80:2	جيا
10:80:3	سحر
10:80:4	قول
10:80:7	لقي
10:80:10	لقي
10:81:2	لقي
10:81:3	قول
10:81:6	جيا
10:81:8	سحر
10:81:10	اله
10:81:11	بطل
10:81:13	اله
10:81:15	صلح
10:81:16	عمل
10:81:17	فسد
10:82:1	حقق
10:82:2	اله
10:82:3	حقق
10:82:4	كلم
10:82:6	كره
10:82:7	جرم
10:83:2	امن
10:83:4	إِلَّا
10:83:5	ذرر
10:83:7	قوم
10:83:9	خوف
10:83:12	ملا
10:83:14	فتن
10:83:17	علو
10:83:19	ارض
10:83:22	سرف
10:84:1	قول
10:84:3	قوم
10:84:5	كون
10:84:6	امن
10:84:7	اله
10:84:9	وكل
10:84:11	كون
10:84:12	سلم
10:85:1	قول
10:85:3	اله
10:85:4	وكل
10:85:5	ربب
10:85:7	جعل
10:85:8	فتن
10:85:9	قوم
10:85:10	ظلم
10:86:1	نجو
10:86:2	رحم
10:86:4	قوم
10:86:5	كفر
10:87:1	وحي
10:87:2	إِلَىٰ
10:87:4	اخو
10:87:6	بوا
10:87:7	قوم
10:87:8	مصر
10:87:9	بيت
10:87:10	جعل
10:87:11	بيت
10:87:12	قبل
10:87:13	قوم
10:87:14	صلو
10:87:15	بشر
10:87:16	امن
10:88:1	قول
10:88:3	ربب
10:88:5	اتي
10:88:7	ملا
10:88:8	زين
10:88:9	مول
10:88:11	حيي
10:88:12	دنو
10:88:13	ربب
10:88:14	ضلل
10:88:16	سبل
10:88:17	ربب
10:88:18	طمس
10:88:20	مول
10:88:21	شدد
10:88:23	قلب
10:88:25	امن
10:88:27	راي
10:88:28	عذب
10:88:29	الم
10:89:1	قول
10:89:3	جوب
10:89:4	دعو
10:89:5	قوم
10:89:7	تبع
10:89:8	سبل
10:89:9	ٱلَّذِى
10:89:11	علم
10:90:1	جوز
10:90:2	بني
10:90:3	إِسْرَائِيل
10:90:4	بحر
10:90:5	تبع
10:90:7	جند
10:90:8	بغي
10:90:9	عدو
10:90:11	إِذَا
10:90:12	درك
10:90:13	غرق
10:90:14	قول
10:90:15	امن
10:90:18	اله
10:90:19	إِلَّا
10:90:20	ٱلَّذِى
10:90:21	امن
10:90:23	بني
10:90:24	إِسْرَائِيل
10:90:27	سلم
10:91:3	عصي
10:91:4	قبل
10:91:5	كون
10:91:7	فسد
10:92:1	يوم
10:92:2	نجو
10:92:3	بدن
10:92:4	كون
10:92:6	خلف
10:92:7	ايي
10:92:9	كثر
10:92:11	نوس
10:92:13	ايي
10:92:14	غفل
10:93:2	بوا
10:93:3	بني
10:93:4	إِسْرَائِيل
10:93:5	بوا
10:93:6	صدق
10:93:7	رزق
10:93:9	طيب
10:93:11	خلف
10:93:13	جيا
10:93:14	علم
10:93:16	ربب
10:93:17	قضي
10:93:18	بين
10:93:19	يوم
10:93:20	قوم
10:93:22	كون
10:93:24	خلف
10:97:2	جيا
10:97:3	كلل
10:97:4	ايي
10:97:6	راي
10:97:7	عذب
10:97:8	الم
10:98:2	كون
10:98:3	قري
10:98:4	امن
10:98:5	نفع
10:98:6	امن
10:98:7	إِلَّا
10:98:8	قوم
10:98:11	امن
10:98:12	كشف
10:98:14	عذب
10:98:15	خزي
10:98:17	حيي
10:98:18	دنو
10:98:19	متع
10:98:20	إِلَىٰ
10:98:21	حين
10:99:2	شيا
10:99:3	ربب
10:99:4	امن
10:99:7	ارض
10:99:8	كلل
10:99:9	جمع
10:99:11	كره
10:99:12	نوس
10:99:14	كون
10:99:15	امن
10:100:2	كون
10:100:3	نفس
10:100:5	امن
10:100:6	إِلَّا
10:100:7	اذن
10:100:8	اله
10:100:9	جعل
10:100:10	رجس
10:100:12	ٱلَّذِى
10:100:14	عقل
10:101:1	قول
10:101:2	نظر
10:101:5	سمو
10:101:6	ارض
10:101:8	غني
10:101:9	ايي
10:101:10	نذر
10:101:12	قوم
10:101:14	امن
10:102:2	نظر
10:102:3	إِلَّا
10:102:4	مثل
10:102:5	يوم
10:102:6	ٱلَّذِى
10:102:7	خلو
10:102:9	قبل
10:102:10	قول
10:102:11	نظر
10:102:15	نظر
10:103:2	نجو
10:103:3	رسل
10:103:4	ٱلَّذِى
10:103:5	امن
10:103:7	حقق
10:103:9	نجو
10:103:10	امن
10:104:1	قول
10:104:3	نوس
10:104:5	كون
10:104:7	شكك
10:104:9	دين
10:104:11	عبد
10:104:12	ٱلَّذِى
10:104:13	عبد
10:104:15	دون
10:104:16	اله
10:104:18	عبد
10:104:19	اله
10:104:20	ٱلَّذِى
10:104:21	وفي
10:104:22	امر
10:104:24	كون
10:104:26	امن
10:105:2	قوم
10:105:3	وجه
10:105:4	دين
10:105:5	حنف
10:105:7	كون
10:105:9	شرك
10:106:2	دعو
10:106:4	دون
10:106:5	اله
10:106:8	نفع
10:106:10	ضرر
10:106:12	فعل
10:106:14	إِذًا
10:106:16	ظلم
10:107:2	مسس
10:107:3	اله
10:107:4	ضرر
10:107:6	كشف
10:107:8	إِلَّا
10:107:11	رود
10:107:12	خير
10:107:14	ردد
10:107:15	فضل
10:107:16	صوب
10:107:19	شيا
10:107:21	عبد
10:107:23	غفر
10:107:24	رحم
10:108:1	قول
10:108:3	نوس
10:108:5	جيا
10:108:6	حقق
10:108:8	ربب
10:108:10	هدي
10:108:12	هدي
10:108:13	نفس
10:108:15	ضلل
10:108:17	ضلل
10:108:22	وكل
10:109:1	تبع
10:109:3	وحي
10:109:4	إِلَىٰ
10:109:5	صبر
10:109:7	حكم
10:109:8	اله
10:109:10	خير
10:109:11	حكم
11:1:2	كتب
11:1:3	حكم
11:1:4	ايي
11:1:6	فصل
11:1:8	لدن
11:1:9	حكم
11:1:10	خبر
11:2:2	عبد
11:2:3	إِلَّا
11:2:4	اله
11:2:8	نذر
11:2:9	بشر
11:3:2	غفر
11:3:3	ربب
11:3:5	توب
11:3:6	إِلَىٰ
11:3:7	متع
11:3:8	متع
11:3:9	حسن
11:3:10	إِلَىٰ
11:3:11	اجل
11:3:12	سمو
11:3:13	اتي
11:3:14	كلل
11:3:16	فضل
11:3:17	فضل
11:3:19	ولي
11:3:21	خوف
11:3:23	عذب
11:3:24	يوم
11:3:25	كبر
11:4:1	إِلَىٰ
11:4:2	اله
11:4:3	رجع
11:4:6	كلل
11:4:7	شيا
11:4:8	قدر
11:5:3	ثني
11:5:4	صدر
11:5:5	خفي
11:5:8	حين
11:5:9	غشو
11:5:10	ثوب
11:5:11	علم
11:5:13	سرر
11:5:15	علن
11:5:17	علم
11:5:19	صدر
11:6:3	دبب
11:6:5	ارض
11:6:6	إِلَّا
11:6:8	اله
11:6:9	رزق
11:6:10	علم
11:6:11	قرر
11:6:12	ودع
11:6:13	كلل
11:6:15	كتب
11:6:16	بين
11:7:2	ٱلَّذِى
11:7:3	خلق
11:7:4	سمو
11:7:5	ارض
11:7:7	ستت
11:7:8	يوم
11:7:9	كون
11:7:10	عرش
11:7:12	موه
11:7:13	بلو
11:7:15	حسن
11:7:16	عمل
11:7:18	قول
11:7:20	بعث
11:7:22	بعد
11:7:23	موت
11:7:24	قول
11:7:25	ٱلَّذِى
11:7:26	كفر
11:7:29	إِلَّا
11:7:30	سحر
11:7:31	بين
11:8:2	اخر
11:8:4	عذب
11:8:5	إِلَىٰ
11:8:6	امم
11:8:7	عدد
11:8:8	قول
11:8:10	حبس
11:8:12	يوم
11:8:13	اتي
11:8:14	ليس
11:8:15	صرف
11:8:17	حيق
11:8:20	كون
11:8:22	هزا
11:9:2	ذوق
11:9:3	انس
11:9:5	رحم
11:9:7	نزع
11:9:10	ياس
11:9:11	كفر
11:10:2	ذوق
11:10:3	نعم
11:10:4	بعد
11:10:5	ضرر
11:10:6	مسس
11:10:7	قول
11:10:8	ذهب
